90 GT  第二代骁龙8旗舰芯片 绿洲护眼屏 5G全网通手机,1918,2699,7.1折,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcvis/2023/12/21/169/12055017-0cb8-4777-8171-a61b99cc64ca_235x235_90.jpg,https://detail.vip.com/detail-1711793093-6920691629670234693.html
真我GT5Pro拍照手机5G第三代骁龙8旗舰芯gt5 pro,3699,,,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcvis/643012/2024/0514/199/bf0a5709-b353-4a1f-be88-8668e19e2168_235x235_90.jpg,https://detail.vip.com/detail-1712061631-6920736501530604447.html
Redmi 12 5G 骁龙4第二代 5000mAh超大电量,909,1299,7折,,https://detail.vip.com/detail-1712044944-6921078614788586640.html
nova 12活力版6.88mm超薄潮美直屏前置6000万鸿蒙智能手机,1899,2499,7.6折,,https://detail.vip.com/detail-1711576586-6920872525405689098.html
Y200t【新品上市】5000万超光感影像防尘防水5G手机,1099,1299,8.5折,,https://detail.vip.com/detail-1712144357-6920908847130521925.html
Pura 70【华为运动手环套装】北斗卫星消息版旗舰手机,5499,6099,9折,,https://detail.vip.com/detail-1710615683-6920965142079474307.html
Magic6 新品5G手机单反级荣耀鹰眼相机巨犀玻璃,4059,5199,7.8折,,https://detail.vip.com/detail-1712716706-6920720756770077506.html
Z9 Turbo+ 80W闪充天玑9300+ 5G新款手机,2899,,,,https://detail.vip.com/detail-1712101768-6921092995574973064.html
红米Note14 Pro【蓝牙耳机套餐】IP68 防尘防水,1499,1539,9.7折,,https://detail.vip.com/detail-1712044944-6921101438174782736.html
X200 Pro mini 30W无线闪充大电池新款5G手机,4699,,,,https://detail.vip.com/detail-1711083861-6921122026769930581.html
学生专用手机大声音大字体超长续航全网通小手机迷你超薄老年机,151,399,3.8折起,,https://detail.vip.com/detail-1711197424-6921056418263993488.html
90 GT  第二代骁龙8旗舰芯片 绿洲护眼屏 5G全网通手机,1918,2699,7.1折,,https://detail.vip.com/detail-1711793093-6920691629670238789.html
红米Note14 Pro【蓝牙耳机套餐】IP68 防尘防水,1499,1539,9.7折,,https://detail.vip.com/detail-1712044944-6921101438174594320.html
Neo9S Pro 新品上市 120W闪充天玑9300+手机,2639,2799,9.4折,,https://detail.vip.com/detail-1712101768-6920908920626426312.html
红米Note14 Pro+【新款上市】首发骁龙7sGen3长续航手机,2099,2199,9.5折,,https://detail.vip.com/detail-1712686803-6921101714005563987.html
100  第三代骁龙7芯片 100W有线超级快充 5G全网通手机,1772,2299,7.7折,,https://detail.vip.com/detail-1711793093-6920650866034312069.html
 Mate 60 【无线充电套餐】双向北斗卫星消息 全焦段超清影像,5399,5999,9折,,https://detail.vip.com/detail-1713429833-6921045323408965193.html
X15Pro 超薄智能学生老人手机全网通八核大电池大内存手机,479,599,8折起,,https://detail.vip.com/detail-1711627690-6920781242325601098.html
Redmi Note13 Pro第二代1.5K高光屏2亿像素,1299,1599,8.1折,,https://detail.vip.com/detail-1711573035-6920564983676641995.html
HONOR/荣耀Play 9T 长续航超抗摔高品质智能手机,978,999,9.8折,,https://detail.vip.com/detail-1711793093-6921075936273150405.html
Mate 60【原装蓝牙无线耳机套餐】旗舰手机,4999,,,,https://detail.vip.com/detail-1710619486-6920564377332595422.html
X100s天玑9300+旗舰100W闪充5G手机2024新款,3719,3999,9.3折,,https://detail.vip.com/detail-1711060558-6920898895575527886.html
Magic6 Pro 蓝牙耳机套餐无线充电5G手机,4599,5899,7.8折,,https://detail.vip.com/detail-1712716706-6920720756770253634.html
nova 12 Pro 前置6000万人像追焦双摄鸿蒙智能手机,3399,3999,8.5折,,https://detail.vip.com/detail-1711576586-6920707338932786570.html
X100s【新款上市】超薄直屏设计 100W双芯5G闪充手机,3719,3999,9.3折,,https://detail.vip.com/detail-1712144357-6920898942870286661.html
红米Note14 Pro+【新款上市】首发骁龙7sGen3长续航手机,1899,1999,9.5折,,https://detail.vip.com/detail-1712686803-6921101714005629523.html
畅玩50 【蓝牙耳机套餐】5G手机,699,,,,https://detail.vip.com/detail-1710745551-6920909102814684175.html
,2399,2599,9.2折,,https://detail.vip.com/detail-1710612828-6921036812324473884.html
nova Flip小折叠 鸿蒙AI趣玩 后置5000万悬停自拍智能手机,5399,5688,9.5折,,https://detail.vip.com/detail-1711576586-6921020517497928906.html
,5949,6999,8.5折,,https://detail.vip.com/detail-1710615683-6920576585782694915.html
Y36c【新品上市】5000万高清主摄5G手机,899,999,9折,,https://detail.vip.com/detail-1712144357-6921053480118208837.html
Note 14Pro+第三代骁龙7s 6200mAh大电量,2299,2399,9.6折,,https://detail.vip.com/detail-1711573035-6921114721541614859.html
100 Pro【手机支架套装版】第二代骁龙8芯片5G手机,2399,3399,7.1折,,https://detail.vip.com/detail-1712716706-6920649389524777282.html
Pura 70【华为运动手环套装】北斗卫星消息版旗舰手机,5499,6099,9折,,https://detail.vip.com/detail-1710615683-6920965142079421059.html
X60 5G全网通【荣耀周边套装】一亿像素 AI影像手机,1399,,,,https://detail.vip.com/detail-1712382422-6921125160084031190.html
Mate60Pro+双卫星通信 超可靠玄武架构 旗舰智能手机,7199,8999,8折,,https://detail.vip.com/detail-1711576586-6920594499861374090.html
Redmi Note13 Pro第二代1.5K高光屏2亿像素,1299,1599,8.1折,,https://detail.vip.com/detail-1711573035-6920564983676682955.html
Redmi 13C 5G【小米有线耳机套餐】天玑6000+,709,899,7.9折,,https://detail.vip.com/detail-1712044944-6920707160170220304.html
